,0
7281,119139
7282,120392
7283,120474
7284,120637
7285,124859
7286,126548
7287,127146
7288,129428
7289,129937
7290,132157
7291,134881
7292,135436
7293,145935
7294,1846
7295,2158
7296,1465
7297,3431
7298,26322
7299,90
7300,210
7301,311
7302,411
7303,478
7304,1439
7305,2031
7306,2055
7307,775
7308,2781
7309,3648
7310,3832
7311,4725
7312,7881
7313,8928
7314,582
7315,882
7316,1366
7317,68135
7318,298
7319,42009
7320,57949
7321,110603
7322,122888
7323,408
7324,1667
7325,3537
7326,4068
7327,8
7328,38
7329,274
7330,641
7331,8235
7332,49355
7333,93212
7334,108192
7335,151731
7336,168608
7337,4091
7338,6734
7339,8010
7340,8667
7341,25834
7342,27002
7343,54745
7344,55176
7345,5415
7346,3725
7347,7218
7348,92498
7349,93040
7350,95654
7351,8916
7352,26606
7353,106
7354,341
7355,568
7356,583
7357,3158
7358,3845
7359,4154
7360,6464
7361,7888
7362,44613
7363,44709
7364,45208
7365,5314
7366,5856
7367,27178
7368,31807
7369,52448
7370,73587
7371,79860
7372,54
7373,3960
7374,4721
7375,38388
7376,271
7377,8511
7378,26554
7379,27216
7380,52806
7381,63189
7382,65899
7383,72554
7384,76738
7385,81725
7386,84613
7387,5994
7388,6403
7389,7440
7390,92008
7391,1602
7392,1652
7393,4502
7394,4567
7395,4653
7396,4696
7397,5189
7398,5356
7399,5592
7400,5925
7401,3838
7402,4745
7403,81711
7404,78893
7405,325
7406,505
7407,1447
7408,2472
7409,2487
7410,3385
7411,4089
7412,5046
7413,5337
7414,6040
7415,6327
7416,6368
7417,6424
7418,7048
7419,7781
7420,8016
7421,8504
7422,7118
7423,7919
7424,7925
7425,8040
7426,26463
7427,42422
7428,52460
7429,55553
7430,79541
7431,81385
7432,83132
7433,91571
7434,98604
7435,104283
7436,105248
7437,105653
7438,6300
7439,26947
7440,101285
7441,83082
7442,90266
7443,26528
7444,37475
7445,74508
7446,89678
7447,131796
7448,145839
7449,156607
7450,1133
7451,95858
7452,114246
7453,138204
7454,7303
7455,4788
7456,107410
7457,133712
7458,869
7459,885
7460,7541
7461,66385
7462,75983
7463,1870
7464,2426
7465,2774
7466,133185
7467,142765
7468,159817
7469,167546
7470,499
7471,988
7472,2037
7473,3405
7474,4093
7475,243
7476,1582
7477,1599
7478,2566
7479,2876
7480,3400
7481,3672
7482,3674
7483,3759
7484,4774
7485,5164
7486,5448
7487,5482
7488,5651
7489,6158
7490,6251
7491,6332
7492,6784
7493,6825
7494,6826
7495,6990
7496,7374
7497,7826
7498,8362
7499,8730
7500,8809
7501,8978
7502,25959
7503,26479
7504,27064
7505,27619
7506,31193
7507,32139
7508,32352
7509,33463
7510,37739
7511,42191
7512,42518
7513,43635
7514,46062
7515,46919
7516,47384
7517,47952
7518,51632
7519,55999
7520,58347
7521,60803
7522,62586
7523,62970
7524,63033
7525,63481
7526,64032
7527,64930
7528,65181
7529,65685
7530,67168
7531,67997
7532,69805
7533,70567
7534,70663
7535,71429
7536,72165
7537,72261
7538,72380
7539,72692
7540,74131
7541,74154
7542,77154
7543,77364
7544,83219
7545,83803
7546,85181
7547,85259
7548,85316
7549,88267
7550,88345
7551,91233
7552,91414
7553,91488
7554,93006
7555,93208
7556,95149
7557,95170
7558,95193
7559,95313
7560,95375
7561,95377
7562,95856
7563,96281
7564,98203
7565,101074
7566,103319
7567,104925
7568,106011
7569,108795
7570,108949
7571,109423
7572,109425
7573,109846
7574,115879
7575,115949
7576,116977
7577,117109
7578,118997
7579,119155
7580,121099
7581,123288
7582,131092
7583,131248
7584,134849
7585,136485
7586,136538
7587,136542
7588,136588
7589,142058
7590,147372
7591,148667
7592,152173
7593,160954
7594,162578
7595,162882
7596,165483
7597,173925
7598,180265
7599,180985
7600,7492
7601,179401
7602,136
7603,187
7604,722
7605,756
7606,787
7607,1123
7608,1421
7609,1448
7610,1571
7611,1780
7612,2499
7613,2627
7614,2760
7615,2813
7616,2830
7617,2833
7618,2865
7619,2911
7620,1941
7621,2969
7622,3048
7623,3214
7624,695
7625,3445
7626,3958
7627,4664
7628,5011
7629,5752
7630,6414
7631,6466
7632,6481
7633,6510
7634,6518
7635,6638
7636,6822
7637,7220
7638,7250
7639,7283
7640,7304
7641,7320
7642,7391
7643,7990
7644,8689
7645,8919
7646,26674
7647,31433
7648,37855
7649,38188
7650,49132
7651,49824
7652,52668
7653,52838
7654,55451
7655,58492
7656,58806
7657,59985
7658,60943
7659,61255
7660,61361
7661,62137
7662,62553
7663,65465
7664,68749
7665,68963
7666,72395
7667,72479
7668,77328
7669,78517
7670,81191
7671,83270
7672,85881
7673,86293
7674,87270
7675,92264
7676,92335
7677,92509
7678,93498
7679,96693
7680,97395
7681,102819
7682,103315
7683,104337
7684,108188
7685,113604
7686,127124
7687,133281
7688,155659
7689,547
7690,600
7691,893
7692,1313
7693,1349
7694,1445
7695,1454
7696,1550
7697,1651
7698,1798
7699,1910
7700,2267
7701,2481
7702,2913
7703,3276
7704,3423
7705,4354
7706,4442
7707,118
7708,51660
7709,26340
7710,26529
7711,27134
7712,27731
7713,32657
7714,55167
7715,64508
7716,73664
7717,77795
7718,80917
7719,81018
7720,91355
7721,93610
7722,95105
7723,103210
7724,106762
7725,108540
7726,109633
7727,110039
7728,114554
7729,114704
7730,117438
7731,135216
7732,141004
7733,147374
7734,4705
7735,8492
7736,80839
7737,87308
7738,974
7739,57792
7740,1056
7741,3782
7742,580
7743,703
7744,896
7745,1545
7746,5298
7747,813
7748,1468
7749,1695
7750,1728
7751,1893
7752,2928
7753,3367
7754,3540
7755,4392
7756,4484
7757,4570
7758,4644
7759,4737
7760,4877
7761,5282
7762,5467
7763,5625
7764,5629
7765,5777
7766,5974
7767,6382
7768,6453
7769,6488
7770,6516
7771,6596
7772,6641
7773,6992
7774,7002
7775,7299
7776,7450
7777,8383
7778,8535
7779,8915
7780,8943
7781,8982
7782,26745
7783,31903
7784,32582
7785,33358
7786,40952
7787,42021
7788,43333
7789,47148
7790,49666
7791,50066
7792,50183
7793,50705
7794,51094
7795,52591
7796,54796
7797,55190
7798,56508
7799,57655
7800,58418
7801,59141
7802,66870
7803,71325
7804,71466
7805,71619
7806,74488
7807,77240
7808,81804
7809,84156
7810,84880
7811,88118
7812,93475
7813,93740
7814,95067
7815,97639
7816,101942
7817,105250
7818,111778
7819,114678
7820,118930
7821,135885
7822,141946
7823,170729
7824,176929
7825,179119
7826,184015
7827,171049
7828,1985
7829,1988
7830,1989
7831,3799
7832,7142
7833,2482
7834,4142
7835,4956
7836,144138
7837,104780
7838,107069
7839,107412
7840,167832
7841,168418
7842,170399
7843,170697
7844,170777
7845,171491
7846,171765
7847,172577
7848,174727
7849,175197
7850,175585
7851,176751
7852,176933
7853,179881
7854,182823
7855,183421
7856,183611
7857,183619
7858,183635
7859,184931
7860,185585
7861,186587
7862,980
7863,4583
7864,4675
7865,5433
7866,7704
7867,147300
7868,171011
7869,173197
7870,55278
7871,65596
7872,69529
7873,3026
7874,4925
7875,33
7876,2314
7877,4200
7878,5883
7879,6304
7880,25971
7881,31724
7882,40870
7883,40966
7884,46572
7885,87405
7886,90576
7887,114945
7888,956
7889,1936
7890,4323
7891,4411
7892,4826
7893,5399
7894,5406
7895,6446
7896,7056
7897,7311
7898,7414
7899,7617
7900,8227
7901,8481
7902,8522
7903,8898
7904,25812
7905,25856
7906,25866
7907,25891
7908,25934
7909,26256
7910,41831
7911,47124
7912,74698
7913,87105
7914,100363
7915,101741
7916,103655
7917,103755
7918,104074
7919,104245
7920,106240
7921,107312
7922,110655
7923,110781
7924,117922
7925,126921
7926,130075
7927,132632
7928,136247
7929,136337
7930,136449
7931,139721
7932,142420
7933,145066
7934,148652
7935,149830
7936,155820
7937,160112
7938,162594
7939,164200
7940,165141
7941,170357
7942,58332
7943,62733
7944,472
7945,681
7946,754
7947,8011
7948,114670
7949,129013
7950,136447
7951,2244
7952,5109
7953,7388
7954,26009
7955,26379
7956,50703
7957,62912
7958,68835
7959,88356
7960,99305
7961,107130
7962,118466
7963,128968
7964,131080
7965,170939
7966,175485
7967,6967
7968,8713
7969,27857
7970,59995
7971,65193
7972,66156
7973,564
7974,1807
7975,5012
7976,121
7977,4704
7978,5768
7979,53466
7980,55245
7981,68444
7982,84980
7983,87298
7984,87483
7985,88911
7986,91474
7987,91626
7988,91628
7989,93242
7990,94150
7991,94405
7992,94985
7993,96373
7994,98017
7995,99415
7996,99910
7997,100108
7998,100469
7999,101360
8000,103279
8001,103366
8002,103727
8003,104129
8004,104712
8005,106062
8006,106102
8007,110873
8008,976
8009,1068
8010,1932
8011,1935
8012,2187
8013,2200
8014,2847
8015,3121
8016,3611
8017,3736
8018,3776
8019,3966
8020,4420
8021,4426
8022,4999
8023,5085
8024,5099
8025,5168
8026,5375
8027,5560
8028,5603
8029,6358
8030,6527
8031,6611
8032,6660
8033,7050
8034,7061
8035,7078
8036,7080
8037,7219
8038,7223
8039,7728
8040,7822
8041,8256
8042,8263
8043,8459
8044,8460
8045,8502
8046,8584
8047,8718
8048,8751
8049,8752
8050,8911
8051,25773
8052,25789
8053,25797
8054,25807
8055,25833
8056,25841
8057,25855
8058,25886
8059,25899
8060,25901
8061,25904
8062,25920
8063,25927
8064,25929
8065,25930
8066,25937
8067,25943
8068,25945
8069,25946
8070,25952
8071,25996
8072,32349
8073,32525
8074,37626
8075,39369
8076,42002
8077,44168
8078,45335
8079,47566
8080,48301
8081,49200
8082,60103
8083,4765
8084,294
8085,359
8086,7383
8087,56079
8088,240
8089,2386
8090,4031
8091,4714
8092,4839
8093,5161
8094,5284
8095,5655
8096,5874
8097,6751
8098,6991
8099,7399
8100,8918
8101,33410
8102,33539
8103,33903
8104,36513
8105,59016
8106,148881
8107,26631
8108,2636
8109,3602
8110,116887
8111,3028
8112,7933
8113,8039
8114,8191
8115,1679
