,,top_1,top_2,top_3,top_4,top_5,top_6,top_7,top_8,top_9,top_10,top_11,top_12
epoch_293,uid_176555,1041,7250,7940,158260,757,80588,60818,66156,81417,33421,71619,5712
epoch_293,uid_166868,7250,69027,1041,86628,94985,7749,4661,4863,69524,40148,6680,113775
epoch_294,uid_128088,1680,111732,2334,7009,4122,27815,84414,165483,8738,1570,108078,6335
epoch_294,uid_267455,1680,7250,7193,109157,101893,1914,6510,34198,4519,1523,55253,27397
epoch_294,uid_73381,1680,1914,2665,50245,3011,103042,55253,32011,95105,72209,44168,60818
epoch_294,uid_117628,1680,1914,5388,27397,63072,109157,5896,5891,1007,7979,4371,44168
epoch_294,uid_21453,1680,78633,5388,1914,86628,1007,27397,109157,1695,44168,57949,50245
epoch_294,uid_229622,1680,5388,1007,57949,1914,63072,27397,7979,6643,44168,109157,5896
epoch_294,uid_167368,1680,1914,567,34155,34198,27397,5647,1523,32011,2334,113275,3011
epoch_294,uid_21772,1680,1914,5388,5891,27397,5896,44168,109157,34155,6643,4354,1007
epoch_294,uid_176555,1680,5647,595,86628,5896,82169,109157,3011,1007,63072,57949,108983
epoch_294,uid_166868,1680,161922,1914,2665,109157,60818,167832,82169,1007,7979,27604,2118
epoch_295,uid_128088,89678,80588,5519,7617,37475,65142,5399,4844,8227,2080,145839,85016
epoch_295,uid_267455,3011,8235,1570,94841,1081,4354,157699,37475,5223,65142,5399,4571
epoch_295,uid_73381,25923,94841,31770,37475,97311,77854,8131,757,4571,7617,2080,91653
epoch_295,uid_117628,25923,2237,27316,81417,77854,27338,97311,76293,3467,1482,110039,33421
epoch_295,uid_21453,1081,25923,27316,76293,97311,94841,96417,143657,77854,4323,757,2080
epoch_295,uid_229622,1081,25923,2237,77854,2334,94841,2080,3467,4571,97311,143657,76293
epoch_295,uid_167368,25923,94841,76293,7979,4571,2080,4179,161,151455,82463,37475,99996
epoch_295,uid_21772,25923,2237,76293,81417,757,77854,5238,1482,94841,3467,5399,96417
epoch_295,uid_176555,2237,74156,77854,143657,32011,8752,99996,69524,25923,6774,76293,7926
epoch_295,uid_166868,7926,25923,80588,4323,51277,6991,89090,294,1671,37475,27338,6027
epoch_296,uid_128088,7940,2376,25744,39768,3932,80917,57147,8609,1421,7255,4323,138104
epoch_296,uid_267455,2376,142536,27604,83059,56156,105037,1695,72294,5898,2171,34155,8227
epoch_296,uid_73381,27604,7926,83059,2171,141688,89678,66297,26158,3932,99574,25901,4605
epoch_296,uid_117628,2118,3932,40148,4323,50245,27604,7926,104419,2171,26702,27905,83059
epoch_296,uid_21453,3932,40148,27604,2171,5238,7926,5896,104419,1728,27727,83059,32371
epoch_296,uid_229622,3932,27604,56156,40148,50245,4323,7926,2171,33421,83059,113775,26702
epoch_296,uid_167368,2376,27604,113453,56587,107117,8609,56156,111443,32371,756,59392,84414
epoch_296,uid_21772,3932,27604,7926,134680,26702,38198,83059,2171,8131,105037,111443,4695
epoch_296,uid_176555,2376,2118,3129,99957,492,3932,37475,113453,177763,83059,142536,39768
epoch_296,uid_166868,2376,32011,3129,8131,27905,89678,141688,80917,120474,69830,3932,88954
epoch_297,uid_128088,4237,199,1413,60382,45506,32011,757,26116,1161,158260,8460,26256
epoch_297,uid_267455,26702,1345,294,99574,2615,161954,124859,5794,26122,2168,4350,6022
epoch_297,uid_73381,6466,1345,6022,8898,114678,1161,60806,157270,99910,120474,72171,2583
epoch_297,uid_117628,6466,37475,60806,57147,4274,70206,6022,25841,74916,8131,8898,1413
epoch_297,uid_21453,6466,8898,37475,60806,1570,25841,4274,74916,1413,114678,6022,8131
epoch_297,uid_229622,60382,6466,8898,1413,4274,25841,1570,57147,114678,37475,1482,74916
epoch_297,uid_167368,60382,120474,109187,60806,103319,25841,6466,114678,3295,61394,5265,32914
epoch_297,uid_21772,27316,6466,1413,60806,4274,25841,6022,1570,57147,37475,124859,8898
epoch_297,uid_176555,60382,1570,5937,25901,1413,114678,4970,70206,6510,1161,57147,60806
epoch_297,uid_166868,107312,1345,6466,124859,1161,94150,99910,25901,2583,4274,167036,4956
epoch_298,uid_128088,32371,73015,3424,2565,110039,3250,70932,44204,7414,1397,72171,46948
epoch_298,uid_267455,5637,328,49526,118246,151455,114678,270,3424,3678,82463,8609,7414
epoch_298,uid_73381,3250,5637,5399,46948,5937,4515,110873,143657,26256,294,7414,39768
epoch_298,uid_117628,5637,3250,46948,5399,118246,1523,141688,164540,39768,57949,5937,89302
epoch_298,uid_21453,3250,5637,118246,5937,1523,5399,141688,46948,7414,151455,4661,141890
epoch_298,uid_229622,3250,5637,1523,7414,5399,46948,8131,39768,328,89302,118246,59392
epoch_298,uid_167368,5637,46948,270,4515,145839,6509,5752,49526,1007,8898,65868,328
epoch_298,uid_21772,5637,4515,1523,46948,118246,294,143657,57949,151455,141688,26256,8227
epoch_298,uid_176555,3250,46948,5752,2583,1523,4695,27397,89302,5637,82463,93512,110110
epoch_298,uid_166868,143657,157270,5637,3250,46948,83059,110873,84414,164540,168806,1695,2168
epoch_299,uid_128088,5265,5637,122888,3032,99957,71619,132632,115502,103755,27604,114265,58490
epoch_299,uid_267455,1290,62049,932,7018,630,96467,1161,96373,1964,58490,3032,141890
epoch_299,uid_73381,5265,1290,62049,116905,3627,114265,26116,6027,113775,3032,96467,25943
epoch_299,uid_117628,1290,62049,27727,34155,94841,96467,1919,4605,6027,26116,25943,116905
epoch_299,uid_21453,5265,1290,62049,34155,3032,96467,26702,26116,25943,6027,2074,145150
epoch_299,uid_229622,5265,1290,62049,72692,96467,26116,34155,27727,1919,122888,99957,3032
epoch_299,uid_167368,1290,116905,62049,6044,26116,26702,6027,5937,122888,143355,27271,58490
epoch_299,uid_21772,5265,1290,72692,27727,62049,96467,1919,72209,3032,4605,143355,145150
epoch_299,uid_176555,27727,1290,96417,94841,280,85016,141890,118246,114265,113275,8751,34155
epoch_299,uid_166868,62049,5223,1290,25943,3627,72692,55830,26158,74156,116905,96467,8383
epoch_300,uid_128088,3627,25797,53129,57949,8841,59392,168122,113275,104218,25899,5202,103883
epoch_300,uid_267455,8460,7036,4975,25797,31770,84414,93512,71928,85131,62836,108078,81784
epoch_300,uid_73381,7036,122888,53129,96373,63222,7573,65142,25797,56145,5647,328,5206
epoch_300,uid_117628,7036,3011,25797,1964,122888,85131,7617,4695,1180,5206,69830,2330
epoch_300,uid_21453,3011,7036,122888,25797,5891,1161,294,65142,99957,63222,1180,4695
epoch_300,uid_229622,7036,3011,4695,294,1964,1180,25797,7486,6022,5206,6446,27905
epoch_300,uid_167368,8460,85131,1161,3810,31770,111732,69712,2330,8516,45506,25797,7036
epoch_300,uid_21772,3011,7036,3627,122888,85131,25797,1161,1964,63222,96373,2583,65142
epoch_300,uid_176555,7036,53129,3627,26116,26302,25797,167036,5873,96150,7055,8481,85131
epoch_300,uid_166868,7055,31770,7036,3011,25797,63222,26116,8227,100108,5021,53129,85016
epoch_301,uid_128088,567,69644,161127,144482,142536,113775,7990,7250,3658,1300,110553,1054
epoch_301,uid_267455,8327,5752,89090,4481,4237,53125,116905,106841,98797,101973,7990,62586
epoch_301,uid_73381,144482,38198,26842,5202,6510,8327,8609,49278,57949,53125,164540,1413
epoch_301,uid_117628,8327,2583,59392,38198,144482,26842,7414,8609,26256,5202,114678,84414
epoch_301,uid_21453,8327,144482,26256,26842,8609,2583,4605,38198,84414,134680,53125,5202
epoch_301,uid_229622,26842,6027,144482,8327,8609,38198,5202,53125,142536,1695,26256,70206
epoch_301,uid_167368,1964,144482,26842,158830,5202,47274,1728,118246,26302,53125,176,110603
epoch_301,uid_21772,8327,6027,7414,8609,53125,144482,84414,114678,5120,5898,1695,142536
epoch_301,uid_176555,5202,7845,97311,8609,8327,144482,27271,26842,2080,95105,294,3128
epoch_301,uid_166868,5202,2080,96150,4354,49278,97311,1759,45506,38198,77854,7845,5647
epoch_302,uid_128088,4371,154915,5896,6561,7562,2066,4157,4733,83059,58306,7055,81132
epoch_302,uid_267455,8094,25891,2987,6784,89678,144482,113453,7055,110873,65126,7261,50703
epoch_302,uid_73381,63072,1611,65868,4371,5388,4256,65126,84414,7261,104419,2813,6784
epoch_302,uid_117628,145839,110873,89678,8094,5647,1695,2066,1570,84116,63222,4237,2074
epoch_302,uid_21453,63072,145839,89678,2747,110873,4371,110110,7261,5647,6784,65126,84116
epoch_302,uid_229622,89678,110873,2066,4371,63222,109187,2337,6335,7261,8094,65126,69830
epoch_302,uid_167368,932,110873,63222,4237,6335,105037,27216,8094,8633,110110,114265,141890
epoch_302,uid_21772,63072,145839,8094,84116,110873,89678,5202,7261,69830,4371,65126,8338
epoch_302,uid_176555,89678,1611,2337,2813,328,6784,173941,8225,4371,26256,7261,25841
epoch_302,uid_166868,63072,7261,32371,173941,2747,122888,1611,104419,4157,26302,115502,4256
epoch_303,uid_128088,6059,90266,7926,52,6663,8008,8094,5809,69524,82463,1376,4509
epoch_303,uid_267455,110603,756,47274,1376,5237,1180,112006,4605,82169,2454,27271,63222
epoch_303,uid_73381,1376,756,34155,110603,82463,2334,454,96966,1180,168122,92094,571
epoch_303,uid_117628,756,1376,110603,5237,72171,7845,161127,8227,168122,757,98243,47274
epoch_303,uid_21453,1376,756,5237,1482,110603,72171,2330,8227,7845,7617,168122,85016
epoch_303,uid_229622,756,110603,5237,7845,84414,98243,2074,1376,96417,757,105037,72171
epoch_303,uid_167368,7845,98243,1482,45722,25934,757,5237,2583,1376,96966,6680,103233
epoch_303,uid_21772,1376,2330,110603,5237,756,111732,72171,161127,1180,47274,27271,6561
epoch_303,uid_176555,45722,1964,168122,72171,5237,5809,1305,113775,110603,8094,111732,45506
epoch_303,uid_166868,45722,168122,571,1180,134680,1570,6510,82463,756,5237,1804,5399
epoch_304,uid_128088,25934,82169,103233,8225,7486,8752,2168,99910,131080,4256,32792,52321
epoch_304,uid_267455,4361,131080,99910,25899,94985,99415,2738,2760,6509,56700,3577,103541
epoch_304,uid_73381,8225,99957,4361,8338,59392,3128,26702,8481,124859,2563,6446,86884
epoch_304,uid_117628,8225,142536,8338,26158,4361,131080,73015,3128,113775,6446,124859,141846
epoch_304,uid_21453,116905,142536,8225,4361,3128,59392,26158,8338,6446,110039,99910,131080
epoch_304,uid_229622,116905,8225,4361,3128,8338,124859,142598,131080,25899,99910,141688,96373
epoch_304,uid_167368,8225,94985,25899,6561,142598,3128,2760,142536,1180,2443,4568,1679
epoch_304,uid_21772,116905,8225,113775,7486,3128,4361,110039,89302,168122,82169,2760,131080
epoch_304,uid_176555,4361,59392,134680,2171,6446,2747,8338,116905,110039,65142,65868,138104
epoch_304,uid_166868,8225,3128,4126,72171,2171,8338,4361,6446,110603,141846,6561,110039
epoch_305,uid_128088,8481,72692,25923,5752,94469,2113,709,78633,5237,25943,135127,91126
epoch_305,uid_267455,1022,174909,48660,96966,8841,114265,91126,26512,94150,113159,3118,96612
epoch_305,uid_73381,4355,32792,53894,174909,94150,91126,7616,89170,8841,73015,3118,26512
epoch_305,uid_117628,1022,5120,4355,96417,174909,6561,7616,2813,94985,3118,113159,141890
epoch_305,uid_21453,1022,5120,4355,174909,2813,89302,73015,6561,94150,8841,113159,8481
epoch_305,uid_229622,1022,174909,4355,8841,3118,2813,25934,25891,96612,7617,6561,94150
epoch_305,uid_167368,1570,8338,25891,174909,94150,2113,77414,1022,91126,4355,8752,4479
epoch_305,uid_21772,1022,110110,174909,113453,96612,7617,73015,113159,26116,96966,141890,114265
epoch_305,uid_176555,91126,4355,174909,95175,151455,94150,4448,99415,167018,113159,70932,25934
epoch_305,uid_166868,1728,110110,2074,8481,118246,174909,6044,32792,117881,91126,142598,34246
epoch_306,uid_128088,2337,7261,328,142598,1180,638,25812,55255,116905,4274,134248,27271
epoch_306,uid_267455,2337,638,1305,6335,25812,79860,2802,55255,104883,2418,30820,97024
epoch_306,uid_73381,7055,2337,55255,1305,25891,27461,151455,1695,105213,8512,6335,118246
epoch_306,uid_117628,328,32792,6335,7055,2337,105213,3678,1305,94150,55255,8460,30820
epoch_306,uid_21453,328,2337,7055,6335,32792,3678,1305,567,55255,104883,25891,25812
epoch_306,uid_229622,7055,32792,105213,8460,3678,1305,567,8227,55255,5051,151455,113275
epoch_306,uid_167368,70206,7055,32792,7990,25855,105213,65142,104875,25812,5021,2802,73015
epoch_306,uid_21772,328,7055,32792,2337,6335,3678,30820,1305,8460,25891,94150,104883
epoch_306,uid_176555,4274,141688,25891,1180,104883,756,3678,1390,8227,2178,81784,52
epoch_306,uid_166868,328,2337,55255,8512,25855,57949,4970,2813,65126,3678,182715,75341
epoch_307,uid_128088,3129,3576,71928,5898,100108,109157,56145,94864,52458,5014,126090,107117
epoch_307,uid_267455,52458,61394,100108,25943,6044,8752,40574,1397,76173,3129,107117,5014
epoch_307,uid_73381,5898,1523,52458,469,100108,115502,94864,76173,56587,8752,1397,52668
epoch_307,uid_117628,52458,5898,114265,62792,89090,8512,27271,6044,4256,5014,6510,71928
epoch_307,uid_21453,52458,5898,114265,62792,103541,8752,76173,6510,27271,47274,100108,89090
epoch_307,uid_229622,52458,114265,5898,89090,71928,4256,6044,4568,161127,56587,4021,145150
epoch_307,uid_167368,52458,4021,8227,5898,62792,103541,81784,89090,71928,25943,4824,76173
epoch_307,uid_21772,52458,469,103541,71928,62792,6510,4256,76173,98797,56587,5014,89090
epoch_307,uid_176555,62792,4021,5898,103541,56587,5223,89090,76173,4256,99910,4568,61394
epoch_307,uid_166868,1523,5898,114265,89170,5891,103541,1397,7616,52668,6335,66156,27216
epoch_308,uid_128088,98797,27618,112818,110110,81156,92094,2171,96612,26122,1919,104875,31309
epoch_308,uid_267455,44204,111443,112818,164540,70932,135127,92094,2443,562,5085,52668,3467
epoch_308,uid_73381,44204,562,70932,26122,111443,8235,96612,4157,25812,99415,76763,1570
epoch_308,uid_117628,44204,7018,113275,111443,562,26302,76763,8841,26122,112818,5051,101893
epoch_308,uid_21453,44204,562,111443,113275,164540,26122,96612,3467,70932,26302,76763,112818
epoch_308,uid_229622,44204,562,25943,76763,26302,112818,25812,111443,92094,26512,164540,70932
epoch_308,uid_167368,44204,562,112818,7018,8235,26122,164540,76763,26512,3776,2171,3032
epoch_308,uid_21772,44204,562,76763,112818,26302,113275,164540,25812,25943,100108,70932,8235
epoch_308,uid_176555,44204,562,76763,8235,112818,111443,4157,3431,6561,4803,96612,52668
epoch_308,uid_166868,44204,562,70932,99415,76763,3479,92094,113275,25891,4215,181315,7238
epoch_309,uid_128088,5819,1144,113453,58146,45499,60818,4692,6044,27162,166532,76173,52668
epoch_309,uid_267455,1755,775,53129,4256,8751,96150,104875,5819,5519,127204,4122,4462
epoch_309,uid_73381,45499,25899,4021,109157,359,85016,4692,108078,6044,166532,5519,73854
epoch_309,uid_117628,45499,4021,101973,5752,25899,6643,5819,359,103541,2418,25901,108078
epoch_309,uid_21453,45499,4021,94985,25899,5752,124859,5819,101973,2418,99415,8235,5519
epoch_309,uid_229622,94985,5752,47274,99415,101973,25901,72294,103541,5819,60806,2418,359
epoch_309,uid_167368,45499,103883,25901,73854,5809,72294,99415,128620,3118,2418,100108,775
epoch_309,uid_21772,45499,4021,94985,5752,99415,25899,2418,359,101973,3776,25934,5819
epoch_309,uid_176555,45499,25899,3467,96467,166532,359,4692,101973,4462,5819,3118,115502
epoch_309,uid_166868,45499,108078,4021,166532,165119,34155,25899,26512,8235,95105,2493,76173
epoch_310,uid_128088,49110,8327,96150,63676,63222,4557,106240,104883,122884,6497,91626,176929
epoch_310,uid_267455,8633,4611,57147,6991,141688,86884,4692,49110,67620,63676,122884,3696
epoch_310,uid_73381,4557,103233,84952,57147,25855,5752,8094,4068,2075,145150,4274,6991
epoch_310,uid_117628,103233,151455,99910,82463,4557,4692,55253,145150,25855,52668,81784,84952
epoch_310,uid_21453,103233,57147,4557,8094,82463,4692,52668,25855,2443,84952,55253,71928
epoch_310,uid_229622,103233,4557,6510,82463,4611,52668,91126,4692,25855,65142,113453,270
epoch_310,uid_167368,99910,4611,57147,2075,52668,131080,4557,166532,6510,5550,630,4692
epoch_310,uid_21772,103233,25855,82463,4557,55253,81784,135127,4479,4611,52668,1684,4692
epoch_310,uid_176555,2168,103233,4557,124859,6022,8516,49110,84952,135127,31309,91626,2075
epoch_310,uid_166868,103233,3467,3214,4557,57147,2075,4692,151455,142536,31309,4371,4571
epoch_311,uid_128088,26939,6680,7036,81,4462,351,34198,4302,6040,5937,128620,179401
epoch_311,uid_267455,81156,179401,1421,113642,168806,2106,3837,1571,60818,132888,2001,95175
epoch_311,uid_73381,6561,1619,128620,351,638,106062,26939,142536,5223,6680,67620,113642
epoch_311,uid_117628,1619,351,5223,67620,25891,97024,76173,25934,8481,3032,25812,638
epoch_311,uid_21453,1619,351,5223,67620,108078,128620,113775,60818,97024,25934,6059,638
epoch_311,uid_229622,1619,5223,27271,638,60818,128620,6680,67620,97024,4605,6093,108078
epoch_311,uid_167368,1619,157699,2106,81156,168806,95175,5223,97024,2001,81,113642,67620
epoch_311,uid_21772,1619,351,5223,97024,7845,67620,128620,6059,8481,701,60818,35957
epoch_311,uid_176555,1619,81,128620,638,92094,97024,351,3149,69830,6059,2106,6680
epoch_311,uid_166868,81,1619,52458,128620,2272,94469,567,33539,2106,6059,60803,55253
epoch_312,uid_128088,4605,101973,6991,74545,5073,7389,168266,7616,86884,76293,5643,3094
epoch_312,uid_267455,2441,183909,27618,127114,5643,89170,27646,45506,3149,146040,5073,176929
epoch_312,uid_73381,161127,775,630,74545,93512,71928,183909,95175,45506,89090,4824,27646
epoch_312,uid_117628,166532,2563,5643,183909,2443,27646,96150,630,45506,113642,60818,775
epoch_312,uid_21453,161127,166532,2563,93512,96150,630,27646,183909,82169,45506,89170,142598
epoch_312,uid_229622,166532,2563,7616,630,183909,27646,2583,82169,775,5643,93512,45506
epoch_312,uid_167368,5643,161127,168266,7822,27461,27646,74545,183909,70932,110039,86884,26554
epoch_312,uid_21772,166532,93512,2563,85016,5643,86884,183909,630,27646,142598,113642,45506
epoch_312,uid_176555,67620,168266,2563,183909,89170,142598,113642,5643,74545,72209,71928,775
epoch_312,uid_166868,67620,74545,8094,71928,93512,65142,5085,76293,103810,62792,2682,630
epoch_313,uid_128088,79860,89090,3145,3118,701,4568,76763,136016,8516,4005,1502,99574
epoch_313,uid_267455,128620,701,1502,27461,36931,4568,4089,167018,108192,7238,2066,3128
epoch_313,uid_73381,136016,3295,1502,8460,81784,2113,113453,3577,2802,109423,157699,1054
epoch_313,uid_117628,93512,132888,1502,3145,95175,113453,91126,3577,100108,168806,92094,4179
epoch_313,uid_21453,69830,1502,132888,81784,136016,3118,775,95175,3338,91126,4256,8460
epoch_313,uid_229622,3145,1502,136016,95175,132888,81784,26122,168806,85016,5021,8481,5937
epoch_313,uid_167368,1502,136016,132888,109423,3577,5206,1054,3145,6497,1684,141688,179401
epoch_313,uid_21772,5021,775,1502,3118,6680,132888,3577,91126,95175,3338,270,99910
epoch_313,uid_176555,3145,3577,1502,8841,3338,136016,4179,4605,5206,2113,3032,104875
epoch_313,uid_166868,4605,136016,5206,3295,3145,2802,454,3338,1502,94864,95175,8516
epoch_314,uid_128088,99110,106062,98243,6306,34246,33669,1285,2744,571,72043,4869,3678
epoch_314,uid_267455,34246,31309,176,2682,4557,106062,5122,51037,5809,1448,5206,72209
epoch_314,uid_73381,2682,176,3678,5122,4122,113159,270,3696,48660,6488,34246,97024
epoch_314,uid_117628,70932,34246,95105,2682,104875,2113,5122,103810,89170,31309,6991,167036
epoch_314,uid_21453,2682,113453,34246,5122,49651,104875,270,6991,48660,7822,168806,92094
epoch_314,uid_229622,34246,89170,113159,2682,5122,104875,76173,100108,2113,176,6991,55253
epoch_314,uid_167368,31309,6093,83059,89170,104883,106062,34246,2682,101893,56700,113159,5122
epoch_314,uid_21772,2682,5937,89170,6991,34246,104875,167036,5809,101893,48660,25901,128520
epoch_314,uid_176555,49651,270,1914,63676,34246,98243,4350,7822,2682,48660,5051,4237
epoch_314,uid_166868,158260,73015,7932,98243,8841,2744,26256,32914,6488,8609,2563,81156
epoch_315,uid_128088,47274,230,87298,2330,359,62049,95175,5223,48660,4464,127204,1290
epoch_315,uid_267455,230,26939,84952,3338,35957,6239,7011,5765,87298,160718,141846,127124
epoch_315,uid_73381,230,96417,101973,87298,26302,30820,35957,5819,7934,5873,5765,4586
epoch_315,uid_117628,74545,230,26939,87298,35957,8752,4571,65142,3338,2364,176929,5765
epoch_315,uid_21453,230,74545,26939,35957,87298,4571,5765,167036,7934,30820,2441,4586
epoch_315,uid_229622,74545,26939,87298,35957,8752,5765,6059,7934,86884,3338,167036,37384
epoch_315,uid_167368,230,6059,5819,26939,101973,96150,4586,37384,84952,3837,72209,87298
epoch_315,uid_21772,26939,74545,26122,87298,7934,4571,2364,5765,8752,2001,176929,8751
epoch_315,uid_176555,2330,26939,230,176929,35957,7238,4571,30820,164540,4586,128520,25812
epoch_315,uid_166868,87298,230,5873,7934,113159,96417,60806,35957,8752,5819,99996,98797
epoch_316,uid_128088,85131,122920,168326,132888,127114,26084,65126,4877,1914,1804,8235,89170
epoch_316,uid_267455,98243,8949,168326,4877,26084,1804,4068,3845,151687,164821,4336,166532
epoch_316,uid_73381,168326,103883,26084,122920,8949,85131,98243,4869,4970,84116,1007,101893
epoch_316,uid_117628,103883,8949,168326,5519,26084,7822,1804,7261,72294,26512,48660,127204
epoch_316,uid_21453,8949,168326,98243,25901,122920,26084,26512,58490,4824,5206,1804,96966
epoch_316,uid_229622,103883,168326,7822,96150,26084,4824,5519,84116,127204,1804,8751,179401
epoch_316,uid_167368,168326,7261,63676,5519,65126,126090,4877,359,638,48660,43333,4970
epoch_316,uid_21772,8949,168326,98243,26084,7822,26512,5519,4824,6509,1804,5794,127204
epoch_316,uid_176555,65126,168326,126090,3776,6027,8949,122920,179401,127204,4595,101893,100108
epoch_316,uid_166868,122920,168326,469,26842,26084,103883,167018,8949,164821,26819,5519,26122
epoch_317,uid_128088,42783,72209,5122,65230,8534,3338,157699,176,67620,2563,2682,56700
epoch_317,uid_267455,103810,65230,2122,3776,47117,757,8516,65685,109740,571,77414,99996
epoch_317,uid_73381,65230,176929,103810,142598,99996,25934,2364,56700,132888,49526,34542,47274
epoch_317,uid_117628,65230,72209,2122,56700,99415,34542,65126,571,99996,104883,157699,135127
epoch_317,uid_21453,65230,72209,101893,103810,113642,72294,99996,2122,51037,34542,176929,96373
epoch_317,uid_229622,72209,103810,65230,101893,176929,113642,47117,104883,99996,65685,135127,56145
epoch_317,uid_167368,103810,65230,176929,3338,3149,92094,2122,4256,55253,571,51037,701
epoch_317,uid_21772,65230,2122,72294,103810,34542,56700,65685,99996,47117,92094,5568,51037
epoch_317,uid_176555,65230,56700,34542,146040,56145,6509,49526,157699,132888,2916,1571,164821
epoch_317,uid_166868,1054,101893,72209,65230,3118,7822,2364,34542,26939,96373,56145,2624
epoch_318,uid_128088,97024,25901,101893,7011,5794,2106,81520,5717,1305,2760,60803,4179
epoch_318,uid_267455,130073,49132,37384,7934,5221,8649,2877,91626,46919,3810,4157,5589
epoch_318,uid_73381,5809,91626,27311,107117,7011,37384,5794,932,58490,2615,151687,1571
epoch_318,uid_117628,5809,99574,2615,107117,96373,7011,91626,49132,142598,7990,146040,7934
epoch_318,uid_21453,5809,99574,6044,91626,2615,107117,56145,157699,27311,49132,135127,7990
epoch_318,uid_229622,99574,5809,107117,7990,157699,91626,2615,2001,5794,48660,49132,7011
epoch_318,uid_167368,91626,7934,2615,7011,165101,27311,2187,4481,146040,49132,2877,1571
epoch_318,uid_21772,99574,6044,91626,7011,2615,49132,7990,5206,107117,84952,130073,157699
epoch_318,uid_176555,2615,2001,49132,37384,5794,4029,25943,72294,103810,7934,27311,5118
epoch_318,uid_166868,5794,5118,81784,1305,5809,47274,638,85131,96612,91626,146040,157699
epoch_319,uid_128088,2615,5221,84116,32914,117444,3577,164821,47117,46865,7238,61394,46919
epoch_319,uid_267455,507,27311,59727,1684,7894,583,27020,4222,115502,107910,1123,4595
epoch_319,uid_73381,5014,2106,135127,47117,507,72294,5221,3129,104883,167036,131080,5643
epoch_319,uid_117628,96966,507,2106,47117,27311,115502,3129,5794,4068,98797,6509,157
epoch_319,uid_21453,5014,507,85131,5794,2106,47117,115502,3129,359,7894,6509,3914
epoch_319,uid_229622,5014,96966,507,85131,27311,2106,3129,31309,4068,3776,84952,6509
epoch_319,uid_167368,5014,507,4068,47117,8327,142997,5794,3129,35957,7894,46919,34542
epoch_319,uid_21772,507,27311,3129,31309,2106,4068,4237,115502,168806,5550,2802,7894
epoch_319,uid_176555,96966,5014,4068,157,507,1684,105213,51084,55255,168806,142997,2802
epoch_319,uid_166868,47117,135127,4695,104883,5014,507,51084,142997,25934,34321,114678,72294
epoch_320,uid_128088,77414,113642,1390,2493,27461,4824,66297,140956,568,62553,3431,171315
epoch_320,uid_267455,103341,568,126090,6990,140956,68,66297,8501,91653,3915,454,6774
epoch_320,uid_73381,8501,3338,103341,127204,61394,34198,68,126090,701,63676,6990,98797
epoch_320,uid_117628,4661,701,454,61394,167018,3915,6990,103341,8235,8649,106062,4157
epoch_320,uid_21453,6990,701,61394,454,103341,8501,127204,8649,56700,167018,106062,126090
epoch_320,uid_229622,701,4661,8649,61394,6990,167018,3915,77414,157,454,56700,8235
epoch_320,uid_167368,4361,103341,46865,2493,8501,89898,107910,6774,4661,3915,3696,91653
epoch_320,uid_21772,8649,103341,6990,4661,61394,4157,108078,106062,157,454,3915,167018
epoch_320,uid_176555,103341,6990,106062,65685,3915,8501,34198,140956,4607,52458,4661,3696
epoch_320,uid_166868,8501,8327,6990,61394,775,3915,4448,757,8800,25812,107117,68
epoch_321,uid_128088,95135,3149,110407,999,4164,49526,26302,8968,7932,4761,7306,183909
epoch_321,uid_267455,95135,4164,102033,52328,8968,58146,99030,4607,2983,31807,3295,4179
epoch_321,uid_73381,95135,112006,6509,4570,60072,4164,7990,146040,4302,52328,4179,4222
epoch_321,uid_117628,56587,5221,126090,95135,4164,49526,112006,66297,60072,8968,52328,49110
epoch_321,uid_21453,56587,5221,95135,49526,4237,4164,4179,66297,60072,52328,62586,89898
epoch_321,uid_229622,5221,126090,112006,4237,49526,4164,95135,66297,4179,2877,52328,2443
epoch_321,uid_167368,66297,4164,5221,62586,4122,2441,167018,5085,52328,1397,49110,55255
epoch_321,uid_21772,5051,95135,4164,5221,49526,126090,60072,52328,66297,68,5085,49110
epoch_321,uid_176555,5221,66297,4164,235,95135,5519,8848,5085,27646,4122,61255,5550
epoch_321,uid_166868,5221,56587,95135,5752,112006,4570,49110,4476,5051,49526,96966,60072
epoch_322,uid_128088,26631,4737,1755,55253,49651,32291,27646,2432,108192,187593,91653,174909
epoch_322,uid_267455,32291,187593,6497,3145,6395,4355,2432,7064,2590,1117,7307,4962
epoch_322,uid_73381,96150,32291,4519,2432,3845,6774,187593,4350,4611,8800,7064,108192
epoch_322,uid_117628,187593,128620,91653,58490,32291,4611,6497,4350,1755,5085,2432,7064
epoch_322,uid_21453,91653,32291,187593,4611,4350,5085,27461,2432,141846,1755,31309,8968
epoch_322,uid_229622,187593,91653,4519,115502,32291,5085,141846,58490,4350,27461,6497,4737
epoch_322,uid_167368,1755,2432,4737,115502,6395,187593,108192,3845,141846,4519,7064,4595
epoch_322,uid_21772,638,32291,187593,91653,6497,58490,3845,5122,141846,7064,1755,7932
epoch_322,uid_176555,108078,2418,2432,73854,7894,4519,2374,4737,91653,47117,32291,117109
epoch_322,uid_166868,2432,3696,91653,32291,108192,27646,6497,2590,117109,77414,7006,84954
epoch_323,uid_128088,107910,141846,103335,4745,146040,49132,78967,6825,4996,6714,3845,65685
epoch_323,uid_267455,89085,90266,8534,4302,62553,4745,165119,973,117444,187595,8511,4996
