,,top_1,top_2,top_3,top_4,top_5,top_6,top_7,top_8,top_9,top_10,top_11,top_12,top_13,top_14,top_15,top_16,top_17,top_18,top_19,top_20,top_21,top_22,top_23,top_24,top_25,top_26,top_27,top_28,top_29,top_30,top_31,top_32,top_33,top_34,top_35,top_36,top_37,top_38,top_39,top_40,top_41,top_42,top_43,top_44,top_45,top_46,top_47,top_48,top_49,top_50,top_51,top_52,top_53,top_54,top_55,top_56,top_57,top_58,top_59,top_60,top_61,top_62,top_63,top_64,top_65,top_66,top_67,top_68,top_69,top_70,top_71,top_72,top_73,top_74,top_75,top_76,top_77,top_78,top_79,top_80,top_81,top_82,top_83,top_84,top_85,top_86,top_87,top_88,top_89,top_90,top_91,top_92,top_93,top_94,top_95,top_96,top_97,top_98,top_99,top_100
epoch_31,uid_221239,160848,48560,5526,1190,60979,5819,52375,7116,62,119155,5830,27162,3186,27155,7058,5643,128520,104419,615,40946,39703,3896,2841,165483,4703,89386,162598,4661,27073,100108,116799,143385,167832,3588,3053,7007,5788,6526,26258,107910,59143,101893,3367,4761,5896,27866,1520,1310,49280,26302,141890,142598,107130,136447,101025,91622,6657,3871,8460,7979,6617,55402,89302,25899,72011,73101,2558,113775,142507,69830,6459,5752,36708,6441,7481,103539,2766,7066,39768,65685,3011,51277,25841,3008,69640,1570,3952,26256,2577,90405,93512,6027,1575,114265,96417,96062,84847,7414,4323,3929
epoch_31,uid_148267,160848,1190,52375,60979,5819,119155,5526,6858,39703,7116,3588,26702,4661,2841,128520,3186,162598,7007,5830,72011,7979,615,4811,4703,104419,141890,5896,6441,26302,2558,1310,1533,165483,6526,91622,69640,7841,101025,6459,8008,4761,89302,49280,65685,4323,27162,3896,39768,1575,5752,4126,100108,143385,89386,93512,25797,7826,2577,136447,40959,71928,73101,3514,64701,169764,26116,8622,1621,114265,8460,116799,3871,6497,63676,6183,6927,3011,45412,5399,4085,55402,3929,5664,496,72692,5519,756,3182,36708,59143,103539,7481,4611,630,7198,85788,84847,1565,132888,2066
epoch_31,uid_26118,100108,5896,3474,4661,180985,139721,65868,4116,6858,142536,74156,78633,8591,25934,5406,175197,964,37384,39768,2757,39703,6826,3929,3182,8581,162598,8008,2801,6617,1642,2208,5311,2237,90266,32011,2738,2066,141688,98797,36708,56671,8227,2665,6927,25797,5788,143385,66335,89170,7033,96966,25741,1537,6441,52579,294,3852,1190,42783,44204,6382,2418,831,41863,60979,65685,95175,7116,7792,2061,26702,1184,4515,8481,2892,6497,76763,6459,1565,3588,2231,4811,3933,79987,48560,108983,4815,127204,7573,781,5167,40946,8495,3412,37475,8291,8094,182823,1310,88127
epoch_31,uid_175652,128520,1537,48560,93563,119155,7116,62,160848,7289,3588,2148,1728,26256,5526,27162,65685,162598,5819,101893,141890,173941,73101,5830,6441,2721,107910,7841,3347,6526,26302,72011,89386,5896,7007,39768,1190,107130,3186,4661,3871,4761,4116,1621,25899,2558,1575,8460,40946,4737,104419,25797,39703,3727,5788,55402,6927,91622,1310,96832,63676,7481,101025,5399,7414,60979,6459,143385,3929,115502,4703,26158,51277,7990,169764,2237,108983,103539,8591,5637,5519,733,77854,756,101973,26116,2760,59143,25841,8291,5238,86628,76173,309,4611,8841,89302,116799,4945,71928,8884
epoch_31,uid_120855,120825,13,48856,48872,2096,5337,6040,6801,114494,3406,114670,61,114847,114925,3417,8839,62,115664,115667,116905,846,117444,6812,69027,49526,117881,611,1337,118700,48783,8928,3339,48660,279,713,73804,3341,6197,6184,326,6163,46970,110110,25850,110669,25793,25750,25744,8982,615,6140,6134,48326,6044,112171,48638,3359,6772,8933,8930,6834,6849,118900,835,131252,131796,132046,8495,132424,132555,8491,1295,6909,6927,1291,50872,133802,134248,134368,134680,180,51037,51086,3474,135143,1287,135288,51094,5974,8327,8291,1310,131092,6902,8574,49932,68269,831,8656,3444
epoch_31,uid_99370,27162,6997,104419,3588,119155,7116,60979,4703,26302,3008,52375,39768,40946,25741,3367,59143,175585,4323,25797,240,5526,2670,107130,2231,108983,7481,107910,26116,26512,2841,1190,8291,4661,55402,128520,72692,8815,65685,72011,3929,8591,3896,27073,7007,160848,41831,58347,63676,162598,135127,26258,155288,136447,141890,40959,6441,89302,2208,7066,6183,1575,7492,27316,6322,71928,39703,101025,8008,5788,25899,33421,7979,85788,115502,147374,6617,7573,90405,5406,98961,73101,45412,6657,142536,496,6459,5519,77854,6990,4611,5830,26158,101973,5664,615,81156,5896,3871,2665,1310
epoch_31,uid_117610,3566,2766,4912,4923,74156,3340,3251,27851,6805,251,88235,3242,52806,31270,52694,88127,6670,5101,74916,6614,75341,79588,117881,91978,6520,157338,2436,4869,27271,55255,89085,161131,160848,6963,160644,27162,27178,54796,27216,4785,4815,27461,27478,98017,112818,27604,213,27664,6902,158260,158238,973,301,118702,5664,2682,37855,95939,44849,39234,5663,418,39435,39703,6056,44204,140267,40723,5752,80363,630,469,82463,5788,81417,41716,5896,37731,37475,118924,142507,33463,96417,49280,49060,122888,359,5399,5406,47274,95175,2573,140711,2940,5519,141846,127114,96062,5602,2665
epoch_31,uid_265869,48560,52375,7116,160848,119155,5526,1190,5819,173941,5406,4661,1533,2841,40959,25901,2670,62,26302,141890,139721,39703,3896,8291,104419,27162,6858,3871,40946,6107,7066,6459,8481,128520,4126,3588,27073,89302,2071,60979,72011,7007,46772,6598,1621,3011,7414,182823,5896,6027,63676,116799,65685,4703,162598,143385,1575,103539,1310,69830,91622,3186,7979,6526,41831,8460,51277,8591,5830,4761,5238,165483,6497,2558,7826,100108,6927,136447,101025,79987,6322,115502,36708,135127,108983,5519,72692,1565,4611,59143,2231,90266,39768,73101,6441,309,64701,90405,25797,26116,81731
epoch_31,uid_199247,3186,108156,3852,26122,49526,3281,8008,1688,4824,8841,117444,3871,1421,95175,142536,3917,5012,145839,89386,1310,7007,27316,62553,1935,7116,94841,6027,6232,9018,73854,1642,831,65126,58839,26512,630,86190,7990,93980,120474,6107,2738,37384,84395,2813,91974,7006,61132,157699,8738,63540,25793,73804,2577,4737,7894,93512,4126,27461,7625,3696,6322,4799,104419,2048,2441,3963,2665,7826,4476,25943,5809,116905,94325,2801,63676,5268,115664,5072,4962,5588,99750,115502,7175,75341,110501,161127,3467,4803,1286,70932,26155,1658,85788,4564,4481,6963,4274,55721,47274
epoch_31,uid_128947,119155,52375,7481,1533,2670,3483,27162,41831,7116,7179,3514,86628,40946,1688,46772,63676,26116,141890,59143,7007,90405,60979,7066,72011,27316,143385,2577,107910,111617,162598,26158,3917,25855,76173,3871,6459,26512,142598,26302,115502,58554,70932,1575,6657,128520,84847,4661,93512,27866,7990,161922,496,75341,104419,41863,3929,108156,309,65868,91622,127140,6598,1310,152,1748,4761,64701,72692,62,1190,65685,98961,142507,129013,3008,2061,2582,77854,632,89386,7826,8008,109187,2314,71928,7979,4799,31150,7198,8591,110110,142536,89090,4703,136447,7940,6027,103539,51277,36535
epoch_31,uid_194844,41863,103444,115231,112138,6858,115502,6997,49526,26302,3289,104419,2071,2665,7136,3214,7066,52375,90405,7573,65868,96832,2387,107130,3066,8291,98961,89170,142536,6927,2295,1533,7492,3809,27162,3281,1748,6027,26631,86628,1759,129013,26258,831,3749,49286,131013,2862,63676,39768,1571,4661,183611,55721,78316,96150,69644,112171,88127,26366,78633,488,60979,364,2590,7058,81731,8008,5788,26158,108156,81417,135127,73344,1061,120474,7006,7007,8227,141890,26122,7261,8738,5912,25841,77854,1688,126090,36708,99750,6322,6509,142507,160848,31309,116905,26131,3852,3365,1694,158238
epoch_31,uid_58100,48560,160848,62,119155,26302,6441,72011,5819,65685,27162,1190,52375,143385,39703,5830,7289,128520,7979,162598,97024,60979,6526,7116,7841,5406,7007,82242,5663,1533,4126,3367,3588,5896,6459,141890,3871,5526,89386,2841,1575,89302,3896,165483,40946,4661,2558,49280,1310,7481,63676,25797,1621,107910,4761,91622,96832,615,5519,136447,107130,7414,3514,8460,6598,4611,1413,104419,96417,41831,3008,26116,103539,101025,5643,2670,6232,101973,8591,8008,3186,72692,96062,3011,5752,6927,100108,116799,70932,93512,2577,58554,127140,142507,7990,67620,161922,2738,4703,756,1759
epoch_31,uid_131556,5526,48560,27162,27646,5819,56671,5752,5896,3588,55830,7841,160848,103444,173941,52375,2841,59105,103539,165483,3412,7116,3483,6441,143385,6107,4869,60979,72011,3186,96832,101893,1190,62,141890,7007,59143,4661,1242,147374,108983,116799,67620,3749,4116,8460,6322,107910,4323,128520,1688,6183,3510,26302,93563,3871,114265,1310,2766,2659,4611,63676,73101,7990,169764,3375,5519,155288,119155,1575,632,89302,50245,115502,26258,65685,4811,25797,7066,6657,1570,90405,2665,127204,8841,6598,71928,66156,4737,6526,129013,3514,91622,3008,3566,100108,6459,4824,45412,1533,39768
epoch_31,uid_167980,27162,103984,119155,3588,4661,5526,160848,6526,5830,3896,62,93512,65868,25741,143385,7007,26302,3727,40946,89386,65685,2721,6459,3186,173941,128520,6232,103539,141890,72011,2061,6598,6858,8591,39703,90405,25934,27073,52375,4116,4761,51277,7116,6657,59143,1190,3871,7066,7990,6617,73101,26116,4945,162598,165483,55402,5519,27316,4703,1413,142507,60979,5643,115502,2558,116799,2670,1642,1621,8841,25797,4611,756,67620,6027,2071,3929,100108,104419,2237,136447,80363,46772,8291,26366,6497,1565,4126,39768,101973,3008,7481,615,89090,3514,40959,25855,26258,86628,8460
epoch_31,uid_205977,128520,5406,26702,5830,160848,5637,25741,65868,59143,139721,39768,5643,5819,3588,251,6526,5399,26158,42783,73101,3182,119155,6322,4661,27646,5167,93512,42009,25899,5051,2558,3367,4761,2362,1190,72692,101025,80363,7116,26554,4116,25855,5788,62,162598,26256,165483,27162,116905,7573,104419,81156,114265,2659,49280,1748,173941,25797,27155,60979,113775,3566,63676,2436,7979,103984,4323,2721,141890,3871,7007,1184,6858,108983,78174,65685,77854,40959,6387,65142,116799,4737,55402,8291,7414,1570,127140,41863,8752,2166,71928,2474,3186,111617,3915,5238,5896,142536,4703,4945
epoch_31,uid_99817,65868,49280,119155,2841,2721,26702,128520,160848,48560,59143,62,1190,5819,4703,89864,103444,3727,73101,2558,25741,89386,1520,27162,5406,7058,63676,52375,26302,4761,4661,39768,5637,5830,165483,142507,8481,6657,162598,5526,4811,6858,27073,107910,60979,3186,6526,7841,7116,6459,7007,25899,155288,169764,100108,4323,25934,104419,5788,55402,173941,72011,5519,5896,3871,8460,143385,142598,6027,3588,4611,7481,115502,26366,71619,25797,7979,3929,7990,90405,2314,116799,78633,40959,25841,1621,3510,5817,3182,4824,8841,294,32914,7826,116905,6441,5051,2766,8581,2208,3566
epoch_31,uid_16287,52375,3167,3929,4339,632,1533,2237,8008,103539,81417,5238,162598,2738,26512,961,40946,25899,119155,101025,141846,6322,6027,8291,63676,59143,104419,756,89170,7066,182823,60979,6459,3008,169764,25741,25934,7116,39703,1565,2066,7990,8738,93512,26258,2577,26302,108983,5643,98797,39768,4661,5519,2418,3871,45412,114265,110110,3011,3367,41863,69640,2585,5752,55402,81731,4815,831,1190,2558,3566,62553,27162,183909,7198,2659,9018,2208,8873,5819,6441,113775,56587,4323,5406,67997,49280,7007,1310,4761,66156,60806,3510,7826,49286,32914,90405,72692,2766,6826,42418
epoch_31,uid_192124,48560,119155,5526,1190,2721,26302,62,2841,52375,86628,3186,3588,6107,5830,4126,5819,104419,7007,2612,25899,3011,162598,107910,160848,7116,4761,60979,27162,41831,96832,128520,8460,65868,34246,4116,65685,42783,7006,73101,39768,7481,6997,4703,5406,1621,90405,72011,6232,8622,127140,89386,3008,101893,141890,100108,116799,6027,31150,7414,136447,8008,107130,173941,1240,8481,143385,7066,42015,40946,98961,1310,5788,1748,142598,63676,3871,7492,5896,71928,6497,77854,27073,93512,6459,33421,3809,1575,91622,8841,4661,59143,7352,142507,80363,155288,2756,32914,6441,2665,7990
epoch_31,uid_176713,48560,1190,119155,52375,5819,62,160848,5526,4661,7289,173941,7116,4126,72011,27162,147374,3588,39703,65685,60979,141890,7007,128520,5830,7979,89302,1533,2558,162598,615,107910,6526,55402,4761,5663,96832,1310,116799,6459,3896,3871,89386,3186,93512,91622,104419,49280,143385,26302,7481,1621,4703,40946,5896,101025,5643,7066,6232,39768,41831,26116,7414,51277,3008,40959,4611,2071,2756,3011,63676,1575,25797,6027,165483,8460,73101,127140,6441,169764,100108,136447,4323,27316,71928,96062,1413,1748,8591,69830,72692,101973,70932,2577,6927,7826,90405,115502,1642,103539,107130
epoch_31,uid_130144,119155,128520,39703,3588,5830,143385,7007,58146,49280,39768,7116,7841,8128,1533,4811,7192,3412,5526,5643,6927,5788,1621,5637,89302,73101,71619,93512,66870,2721,240,4703,4126,25797,4611,5406,141890,3186,1277,4761,89386,26256,25741,1310,5399,142598,2558,27162,2841,7066,7979,139721,60979,132888,4323,6459,5896,2362,2760,3950,6107,41863,2314,6526,5167,65685,42418,161922,7481,103541,58347,1537,6322,89090,162598,2766,1190,1184,1570,3896,101025,104419,3871,114265,2928,72011,55402,3182,1565,86628,4661,3727,61132,40959,2577,1642,3566,165483,116799,65142,129013
epoch_31,uid_132969,56908,60979,78729,1164,39768,52375,95175,3008,4323,6857,2577,7007,5898,6322,4815,114678,4803,5752,8008,56671,31903,160848,36708,90405,5202,71619,45412,65868,101893,122900,3474,3588,2738,3053,114265,6232,1184,104419,27316,1533,142598,7619,7990,99750,42191,6826,51277,73854,110110,2066,32011,2071,1190,109187,6183,26887,3809,142058,169764,34198,142536,4611,1627,97024,1748,61394,7198,155288,7066,3230,831,47117,26158,65142,143385,25841,5238,63676,5108,2590,108983,8521,5817,1310,1688,34246,79987,2208,7481,5891,3749,2801,3871,5058,6027,117881,1658,66156,81731,4737
epoch_31,uid_271816,48560,52375,5526,141890,89302,3896,1190,160848,615,7289,60979,7116,4126,7007,62,26302,143385,7979,1310,167832,119155,165483,1533,96832,40959,3186,3367,6526,65685,4661,128520,8008,26512,40946,72011,104419,39703,162598,5896,27162,6459,1575,1413,7481,4611,27316,103539,3871,91622,161922,51277,2071,26258,2558,26116,108156,8168,6441,3011,58554,100108,182823,3008,116799,89090,4761,7826,101025,2756,67620,3514,36708,89386,25841,2766,4703,2738,169764,93512,5643,1748,6322,3929,6598,71928,4323,114265,101973,6927,8591,309,32914,7619,69830,79987,115502,73101,136447,142598,96417
epoch_31,uid_95564,48560,62,56671,39703,52375,160848,5819,27162,7116,103984,128520,39768,3588,49280,65868,143385,26302,119155,1570,5830,5896,107910,4761,8157,173941,5399,6441,73101,3510,59143,3186,6526,1533,32914,141890,100108,7007,8266,1310,6997,4661,104419,8481,1627,101893,108983,3375,6497,5788,3896,1520,7841,3008,114265,162598,3566,309,8460,2721,6446,63676,2766,136447,2659,182823,1190,4323,2577,165483,6459,103539,4611,5012,60979,6027,115502,132888,2237,2558,5637,4811,72011,25934,6927,3367,65685,89386,8591,2314,116799,96417,3929,127204,155288,90405,93512,8581,8884,26116,95175
epoch_31,uid_28131,48560,1190,7289,26702,160848,60979,119155,2061,52375,107910,62,5526,27162,3896,128520,4661,7007,5830,5819,39768,173941,26302,7841,2841,2721,6526,27316,3588,4811,73101,4761,615,7116,65685,5896,141890,104419,59143,72011,165483,5643,6441,8291,1310,71928,162598,100108,3871,116799,143385,2231,40946,111617,25934,2756,136447,7481,26116,7066,8591,32914,3186,2314,69640,103539,6657,2558,8460,72692,4323,5637,26512,5399,2670,25841,36708,3008,1621,97024,55402,3182,91622,67620,101025,7414,26256,79987,25855,51277,114265,4703,6598,1748,4945,127140,26366,7492,1565,115502,89302
epoch_31,uid_143440,48560,7289,7007,26702,128520,162598,80917,8481,1190,27162,5819,160848,97024,3950,5058,8591,169764,56671,96417,5788,27155,1537,72011,4661,103984,55402,173941,73101,108983,67620,1310,3896,114265,2670,62,3367,5167,4323,69640,66870,26256,2841,136447,5637,1693,64701,1748,96832,27646,2314,5817,39703,3588,5896,101973,26258,8841,6441,116799,6536,5051,2760,127140,104419,232,42191,66156,1575,25841,2766,294,63676,26512,65868,82242,2577,32914,615,4815,40959,26302,2928,6927,78729,8460,496,6617,72692,40946,60806,3186,44204,756,84847,8291,69830,927,3375,2558,7573
epoch_31,uid_208322,48560,119155,52375,62,128520,160848,7289,1190,27162,5526,4761,6107,167832,5830,147374,173941,6526,2841,4116,1533,65685,26302,7007,2061,39703,3588,93512,141890,4661,7116,60979,615,72011,143385,27073,39768,86628,8291,25899,104419,49280,1621,2558,107910,26116,3896,59143,55402,1310,5896,162598,73101,40946,3011,91622,4703,40959,5788,4611,3929,32914,89302,116799,6459,165483,101025,31150,115502,6232,8591,69830,7979,6617,5238,72692,4323,100108,1575,85788,756,103539,25797,4945,3186,3871,8008,63676,25841,135127,7414,169764,2577,142507,6441,1759,41831,7481,6497,6027,142598
epoch_31,uid_75400,7792,7352,8841,2278,2295,91626,42783,80917,142536,112138,31150,2066,109425,97923,73319,99750,1688,100383,104419,72011,2096,103444,48638,139721,59126,88127,89170,8235,7176,110110,7492,114265,117881,4116,70932,179401,6997,5012,7007,26302,65868,167546,109181,2624,26122,26269,4737,158238,53189,8581,5752,96567,41863,183611,52375,65685,90405,1397,81731,160848,1627,106330,73804,1642,84414,13,1533,146688,175585,45412,5643,60979,73101,630,74156,27162,8957,142507,86628,1571,141890,3858,6387,32914,4912,131013,1759,116905,96373,86190,2537,6346,158260,7619,169764,1935,96966,4815,5004,5073
epoch_31,uid_1049,48560,160848,119155,62,4661,5830,162598,39703,27162,1190,6858,7116,3588,5819,89302,7289,4761,55402,26116,128520,40946,60979,89386,6459,143385,7192,1310,65685,26302,4811,116799,4126,3896,93512,6526,7007,72011,26258,2841,6441,101973,3011,1533,2061,141890,72692,39768,8591,107910,96832,6657,91622,5896,136447,59143,2577,63676,4703,7414,5643,107130,27316,104419,101025,51277,32914,2558,8460,630,6027,40959,3008,7979,4611,2237,165483,7625,36708,756,6497,2231,7826,96062,26512,100108,6927,103539,89090,135127,3186,108156,49280,71928,1413,108983,73101,169764,2665,25797,5399
epoch_31,uid_112436,56367,97311,66335,78316,49526,5526,37475,50245,147750,41863,5006,8815,45175,73804,4211,1642,102033,61255,58554,6027,90266,4761,33463,39768,160848,3008,6322,2670,7990,2061,60979,31903,8235,96966,73101,1936,26512,183909,25797,165483,72762,139721,158260,8609,6441,94126,34198,4116,1000,46772,142507,127140,84395,142536,6183,42191,25934,2362,27316,6657,7573,102720,40574,6748,6211,8094,104883,93512,147374,47117,96612,1870,5311,1570,33880,98797,7007,7841,53919,59143,111617,8227,40148,7198,8581,25855,32914,65685,8841,167546,5589,2665,7116,31150,2669,8838,1671,2738,4815,6963
epoch_31,uid_150562,8008,103444,3008,55419,3230,13,147750,2061,2362,41863,69640,1190,70932,142536,66156,1936,26302,183611,81156,7619,167832,6667,104419,71928,62,8738,67997,116799,89090,108156,95175,136447,39768,81731,7573,5012,52375,2237,98961,7007,2665,49526,32914,2436,36708,107130,2738,3053,143385,89170,134248,73344,1565,60806,96062,34246,1621,6657,131013,2314,5891,7990,97024,114265,27316,7066,34198,4815,8873,4761,2582,160848,158238,1571,183909,6322,48872,161922,72011,6598,1948,4799,98797,91626,169764,4126,65685,103755,2766,63676,1533,59143,2066,126090,294,1570,157312,2208,1935,93512
epoch_31,uid_214234,52375,48560,26702,128520,4703,39768,7841,5830,119155,6858,7116,7007,4761,26302,165483,160848,5526,5406,62,101893,80363,143385,1190,103984,107910,615,73101,27162,60979,3950,25741,39703,3588,169764,2071,7616,8481,5788,4488,65868,6927,155288,98961,69640,162598,5637,76173,6459,25797,2841,6027,65685,4323,42783,101025,8460,3896,82242,3367,72011,3510,7481,77854,96832,141890,3929,1621,5817,6526,97024,4661,3186,26116,26158,4869,65142,8291,8591,2577,232,5896,59143,5399,84847,3008,8622,7826,104419,32914,64701,108983,85788,71928,27316,1748,34198,101973,36708,6536,89090
epoch_31,uid_238979,48560,119155,1190,52375,26702,60979,7116,160848,162598,7289,62,39703,104419,27162,65685,72011,7007,5819,107910,46772,5830,5643,615,4126,5406,116799,3588,4661,3186,4703,101025,173941,40946,128520,89302,6459,2841,99910,4761,7979,6526,27866,93512,2558,89386,1621,8291,97024,5896,63676,2071,1310,8008,8591,4869,91622,4085,73101,3896,143385,26302,39768,141890,3011,26116,2756,90405,7841,4323,114265,1575,27316,25841,8460,49280,165483,55402,36708,40959,96832,136447,101973,96417,3182,1759,3008,2577,142598,59143,70932,51277,26366,89090,6441,7826,6183,630,2208,5817,3929
epoch_31,uid_101768,6858,162598,41863,1310,7007,143385,6027,5526,8008,2071,3347,2208,1190,182823,160848,7066,2066,173941,27162,7058,72011,89090,119155,39703,62,58347,46772,84847,25741,52375,128520,67620,7289,3008,1184,4323,103984,113775,26302,59143,6459,2665,65868,2670,3375,73101,55851,3929,632,55402,3367,25797,2716,6857,116799,60979,8266,136447,26258,4761,40946,99910,5752,107910,104419,103539,3896,93512,4703,1921,127204,2558,64701,56587,5406,26366,32914,40959,26702,72692,1834,108156,115502,7481,33421,71928,7990,5004,8291,2738,2314,8622,142598,129013,7116,26512,7826,4085,294,41831
epoch_31,uid_82109,63676,72011,5664,119155,25923,62970,90405,93512,39703,61255,7116,5526,73101,3749,141890,98961,2558,4661,5817,26302,32914,8157,142598,26116,104419,52375,58554,2237,99750,8841,4761,3952,65685,27866,77854,60979,1870,115502,1627,128520,49280,26366,162598,110110,2295,127140,66335,51277,7573,7481,1520,5830,67620,70932,7492,7007,71928,109187,7990,7979,37475,6858,3514,158260,2066,25841,41831,3066,6927,1570,42015,129013,2208,8008,8751,488,91622,69830,8752,97024,42191,96966,2760,72692,3510,102720,6441,2665,34198,9018,7198,101025,3929,359,58490,4863,8591,5752,97311,2766
epoch_31,uid_20804,48560,119155,7289,1190,160848,52375,5819,40946,1537,5526,62,27162,128520,7116,73101,4761,3588,5830,162598,5406,173941,7007,39703,2558,72011,3896,6459,143385,4703,141890,5663,5788,59143,4323,6526,60979,4661,1533,4611,65685,26302,7979,25797,5896,136447,8591,40959,103539,1310,6027,26258,142598,3186,25899,26366,6441,39768,5643,7481,115502,116799,26116,104419,8460,7826,3008,89302,101973,3929,3871,8291,100108,63676,89090,49280,72692,108983,2071,70932,79987,26256,5637,756,101025,1565,96417,67620,97024,41831,27316,7414,8008,25841,2766,5519,155288,5399,64701,26512,6183
epoch_31,uid_10839,1190,72011,48560,162598,119155,4661,6459,173941,89090,3011,1310,5830,73101,4703,90405,62,39768,104419,3727,4761,2237,4811,26116,101973,7007,67997,5399,64701,6027,7116,141890,5526,4611,60979,114265,8622,86628,62553,103541,107910,25934,51277,7261,8591,165483,26256,8008,7058,88127,127140,42015,3182,3929,116799,128520,161922,6927,37475,632,40959,7990,44849,135127,7826,25841,7006,56587,71928,1164,117881,2665,26302,1565,96966,42418,7414,67620,4815,25797,7792,5891,5637,6441,78633,3566,103539,5519,2928,99415,4803,25930,8841,7198,2577,27162,97024,100108,113275,8751,104883
epoch_31,uid_206194,26398,2237,40959,7492,45412,3186,107910,7179,2670,5819,2148,1533,26302,96832,3008,61132,119155,91622,4772,1694,1310,496,7940,143385,8168,6459,4126,167832,8008,52375,3696,3588,142536,108156,78633,8841,93512,1190,6598,47274,142507,8128,2738,25901,90405,96062,25899,7352,33539,6107,3929,1870,8607,6826,36708,7116,27646,2801,2721,1520,58554,182823,9018,56607,27073,6027,5896,101893,2418,120474,65126,63676,161922,2665,7619,143657,4799,27316,7007,103539,104419,115502,2766,26258,65685,7009,8738,7011,8512,110039,36535,1286,104875,26512,7990,101025,5238,6657,165483,96150
epoch_31,uid_187884,48560,160848,5526,119155,1537,5819,62,1190,52375,7289,128520,27162,7116,162598,6858,173941,4126,39703,2841,4761,7007,4661,3588,3896,5830,6526,143385,6459,40946,60979,72011,7841,141890,46772,26302,55402,615,96832,4703,2558,116799,107910,1310,136447,101025,5643,6441,104419,8460,93512,1533,73101,26258,5896,7979,1621,65685,89302,49280,51277,59143,8291,1575,3186,165483,63676,2071,72692,39768,3871,91622,7481,3011,4323,3008,100108,115502,6027,4611,40959,90405,26116,127140,5399,1413,41831,101973,7826,89090,25797,161922,7990,64701,103539,3514,7414,3929,2577,8591,6497
epoch_31,uid_165585,48560,26702,160848,27162,3588,62,52375,1728,26302,5526,7116,5819,119155,6526,5830,2670,5406,4126,72011,5643,143385,40946,141890,1190,7007,89302,128520,60979,3367,5896,8168,26258,4661,7979,7192,3896,6441,96832,46772,8460,7058,4703,1310,101025,93512,25899,165483,65868,169764,3871,4761,116799,6459,26116,1575,162598,127140,49280,107910,3514,100108,1533,131013,107130,103539,3008,39703,4611,5817,89386,7841,104419,25855,5752,756,8591,2558,73101,40959,4945,59143,101973,7990,5399,25797,65685,32914,8752,71928,6027,90405,1413,41831,3011,2418,1565,6598,136447,89090,91622
epoch_31,uid_76559,120474,8008,3186,115231,831,126090,3696,8512,76763,5268,56700,3340,26155,26512,117444,4962,83059,91622,6183,5752,9018,104883,49220,3338,7009,94841,2071,1286,3845,47117,104875,46572,27178,359,1948,104736,1748,33539,5072,141846,80222,4570,1688,4811,118246,65685,132888,756,108156,152,2738,2237,26554,70728,134248,96150,3149,60760,2813,91974,5809,2364,114007,7894,154915,8607,73854,189,2066,78517,40148,6629,36535,2862,40574,122884,26131,127140,112171,91626,6334,115680,2387,157312,69027,7562,7006,1060,144482,6335,666,4476,4481,43333,27461,33188,99996,7238,62,3915
epoch_31,uid_89916,128520,162598,7116,119155,59143,4737,5051,110553,114265,1533,80363,39768,26256,5643,165119,143385,3066,1190,113775,5519,89090,37475,827,7792,7007,85788,104419,108983,127140,6022,63676,98797,1164,6446,96966,1627,25930,160848,7066,3182,5637,7990,27155,165483,5788,27316,630,3871,36708,3566,359,2841,8609,44849,4703,469,4815,101893,1658,97311,26158,6826,27162,6927,8622,117881,61394,6027,178,73101,5896,1123,90405,81417,8521,103541,25891,56587,135127,26131,127204,69524,2756,8235,7193,108156,40959,4661,4611,113275,5891,1921,5819,8873,84952,4595,9018,75341,4122,4354
epoch_31,uid_200726,52375,3150,7116,160848,128520,5819,62,1537,39768,1190,119155,2841,141890,65685,183619,26302,4661,5406,5238,78729,27162,5526,6459,4703,8481,40946,5663,4761,3871,173941,46772,104419,6858,4945,25797,6107,93512,162598,1533,60979,108983,97024,8591,79987,615,5896,60950,59143,143385,3566,5830,27316,77854,7007,240,49280,100108,73101,5167,6526,756,89302,3182,26256,135127,69830,6657,2659,6617,3375,6441,36708,51277,63676,31150,1570,8291,6446,3929,39703,2766,27073,2231,91622,114265,2071,6927,5788,127140,3588,55402,136447,96062,2558,1255,5637,165483,76173,6027,7481
epoch_31,uid_244,48560,160848,119155,52375,62,5526,1190,6858,5819,27162,128520,3588,7116,4661,39703,6526,173941,26302,5830,2841,60979,162598,82242,7007,143385,65685,72011,2670,25899,5896,107910,73101,3186,104419,3896,4703,615,141890,3367,4761,6459,1621,26258,5643,40946,6441,39768,3871,49280,7979,1310,116799,55402,89386,100108,51277,97024,6657,2558,2071,136447,7066,3011,8460,165483,8291,3008,103539,59143,7481,63676,6027,101025,1575,89302,93512,3929,115502,91622,7414,32914,26116,6497,8008,40959,5399,4323,8591,72692,6927,96417,7619,1570,25797,70932,4611,2577,90405,41831,27316
epoch_31,uid_220558,1642,56908,7289,168806,1533,116905,26116,309,8008,6927,2558,5122,359,110110,50245,4323,2418,96966,8607,1144,3186,104419,1621,6183,756,534,180265,6526,2066,6991,2113,5399,4614,91622,3915,156371,25899,2187,6680,40946,2612,6509,175585,5896,48082,2744,41863,58839,66335,1627,1310,3588,4803,8529,5717,25943,117444,108983,90405,2721,7352,44849,89085,168122,26512,30820,89090,26158,161922,34246,41831,6598,4824,52287,1123,111732,26131,134248,84414,27178,3319,5221,1164,143385,40959,2364,7894,6232,49110,7223,65685,6657,78517,60806,61255,141846,91126,52579,79987,110553
